link,missing_rate,method_type,method,rmse,nrmse,r2,mape
pa-ro,0.3,baseline,RollingMean,111.39,12.65,-1.6205708627246667,15.23
pa-ro,0.3,baseline,LinearInterpolation,90.89,10.32,-0.7446750380282314,14.65
pa-ro,0.3,stacking,StackingRegressor,30.6633,3.5267,0.8801,11.71
pa-ro,0.35,baseline,Mean,69.66,7.93,-0.006085977412209065,13.09
pa-ro,0.35,baseline,Median,71.64,8.15,-0.06402492118135505,12.05
pa-ro,0.35,baseline,KNNImputer,69.66,7.93,-0.006085977412209065,13.09
pa-ro,0.35,baseline,ForwardFill,99.98,11.38,-1.0726528878859423,13.48
pa-ro,0.35,baseline,BackwardFill,119.23,13.57,-1.9477366236383,13.96
pa-ro,0.35,baseline,RollingMean,107.85,12.27,-1.4119315462904418,13.93
pa-ro,0.35,baseline,LinearInterpolation,89.69,10.2,-0.6677907331773458,13.4
pa-ro,0.35,stacking,StackingRegressor,30.6633,3.5267,0.8801,11.71
pa-ro,0.4,baseline,Mean,66.46,7.55,-0.014128065579374294,11.92
pa-ro,0.4,baseline,Median,68.0,7.73,-0.06169670793104398,10.76
pa-ro,0.4,baseline,KNNImputer,66.46,7.55,-0.014128065579374294,11.92
pa-ro,0.4,baseline,ForwardFill,129.94,14.77,-2.8768853437665363,13.11
pa-ro,0.4,baseline,BackwardFill,119.59,13.59,-2.283620863611003,12.74
pa-ro,0.4,baseline,RollingMean,120.92,13.74,-2.3574352046996796,13.09
pa-ro,0.4,baseline,LinearInterpolation,99.65,11.32,-1.279993363658424,12.62
pa-ro,0.4,stacking,StackingRegressor,30.6633,3.5267,0.8801,11.71
pa-ro,0.45,baseline,Mean,74.69,8.5,-0.008425689060157726,12.72
pa-ro,0.45,baseline,Median,76.37,8.69,-0.05436050746457344,11.56
pa-ro,0.45,baseline,KNNImputer,74.69,8.5,-0.008425689060157726,12.72
pa-ro,0.45,baseline,ForwardFill,146.52,16.67,-2.8803993169133055,14.25
pa-ro,0.45,baseline,BackwardFill,113.95,12.96,-1.3470529633772905,13.33
pa-ro,0.45,baseline,RollingMean,138.41,15.74,-2.462846777146362,14.14
pa-ro,0.45,baseline,LinearInterpolation,107.77,12.26,-1.0993400062011416,13.47
pa-ro,0.45,stacking,StackingRegressor,30.6633,3.5267,0.8801,11.71
pa-ro,0.5,baseline,Mean,73.83,8.4,-0.007358522693935221,11.94
pa-ro,0.5,baseline,Median,75.76,8.62,-0.06057613738369061,10.8
pa-ro,0.5,baseline,KNNImputer,73.83,8.4,-0.007358522693935221,11.94
pa-ro,0.5,baseline,ForwardFill,144.31,16.43,-2.84826444155223,13.56
pa-ro,0.5,baseline,BackwardFill,123.98,14.11,-1.8405065176958124,12.89
pa-ro,0.5,baseline,RollingMean,139.41,15.87,-2.591643307646593,13.48
pa-ro,0.5,baseline,LinearInterpolation,109.34,12.45,-1.2094057270064034,12.83
pa-ro,0.5,stacking,StackingRegressor,30.6633,3.5267,0.8801,11.71
rr-pa,0.2,baseline,Mean,156.43,20.08,-0.00039516697027264236,21.6
rr-pa,0.2,baseline,Median,165.96,21.3,-0.125976181288874,21.11
rr-pa,0.2,baseline,KNNImputer,156.43,20.08,-0.00039516697027264236,21.6
rr-pa,0.2,baseline,ForwardFill,213.99,27.47,-0.8719166964948755,23.79
rr-pa,0.2,baseline,BackwardFill,156.87,20.14,-0.005914989899258094,16.51
rr-pa,0.2,baseline,RollingMean,194.64,24.99,-0.5487305043980044,23.06
rr-pa,0.2,baseline,LinearInterpolation,161.76,20.76,-0.0696156529034948,18.48
rr-pa,0.2,stacking,StackingRegressor,41.102,5.144,0.852,4.11
rr-pa,0.25,baseline,Mean,155.11,19.83,-4.079917488830631e-05,21.74
rr-pa,0.25,baseline,Median,163.61,20.92,-0.11264994661475924,20.93
rr-pa,0.25,baseline,KNNImputer,155.11,19.83,-4.079917488830631e-05,21.74
rr-pa,0.25,baseline,ForwardFill,195.74,25.02,-0.5924910757365078,22.32
rr-pa,0.25,baseline,BackwardFill,174.92,22.36,-0.27177010440502514,18.58
rr-pa,0.25,baseline,RollingMean,187.27,23.94,-0.45772915399978165,22.03
rr-pa,0.25,baseline,LinearInterpolation,161.95,20.7,-0.09012508357638849,19.03
rr-pa,0.25,stacking,StackingRegressor,42.47,5.305,0.8149,4.79
rr-pa,0.3,baseline,Mean,159.48,20.43,-8.361679055224336e-05,23.88
rr-pa,0.3,baseline,Median,168.42,21.58,-0.1153576374362062,23.25
rr-pa,0.3,baseline,KNNImputer,159.48,20.43,-8.361679055224336e-05,23.88
rr-pa,0.3,baseline,ForwardFill,199.05,25.5,-0.5579146741271448,24.23
rr-pa,0.3,baseline,BackwardFill,177.7,22.77,-0.24168742986797342,21.09
rr-pa,0.3,baseline,RollingMean,186.22,23.86,-0.36364299575363823,23.63
rr-pa,0.3,baseline,LinearInterpolation,165.87,21.25,-0.08183603144793117,21.13
rr-pa,0.3,stacking,StackingRegressor,34.3933,4.31,0.9166,3.72
rr-pa,0.35,baseline,Mean,159.64,20.44,-2.8327553946772e-05,23.66
rr-pa,0.35,baseline,Median,168.53,21.58,-0.11457188802024221,22.93
rr-pa,0.35,baseline,KNNImputer,159.64,20.44,-2.8327553946772e-05,23.66
rr-pa,0.35,baseline,ForwardFill,193.49,24.78,-0.4691794182926379,23.31
rr-pa,0.35,baseline,BackwardFill,192.21,24.61,-0.44979110371605846,20.91
rr-pa,0.35,baseline,RollingMean,184.44,23.62,-0.33490583172098387,22.6
rr-pa,0.35,baseline,LinearInterpolation,168.32,21.55,-0.11171834149825743,20.75
rr-pa,0.35,stacking,StackingRegressor,34.3933,4.31,0.9166,3.72
rr-pa,0.4,baseline,Mean,161.18,20.71,-0.0011250634041137797,23.98
rr-pa,0.4,baseline,Median,171.17,21.99,-0.12909540158019328,23.55
rr-pa,0.4,baseline,KNNImputer,161.18,20.71,-0.0011250634041137797,23.98
rr-pa,0.4,baseline,ForwardFill,197.29,25.35,-0.4999704011359871,24.57
rr-pa,0.4,baseline,BackwardFill,194.33,24.97,-0.455242492948136,22.36
rr-pa,0.4,baseline,RollingMean,189.04,24.29,-0.37711880949674415,23.88
rr-pa,0.4,baseline,LinearInterpolation,172.96,22.22,-0.15285560758123684,22.02
rr-pa,0.4,stacking,StackingRegressor,34.3933,4.31,0.9166,3.72
rr-pa,0.45,baseline,Mean,163.67,21.03,-0.001418231693974148,24.44
rr-pa,0.45,baseline,Median,173.57,22.31,-0.12621875212715739,24.06
rr-pa,0.45,baseline,KNNImputer,163.67,21.03,-0.001418231693974148,24.44
rr-pa,0.45,baseline,ForwardFill,200.91,25.82,-0.50889910345381,25.96
rr-pa,0.45,baseline,BackwardFill,209.8,26.96,-0.6454666725038547,23.57
rr-pa,0.45,baseline,RollingMean,195.83,25.17,-0.43355135132521405,25.43
rr-pa,0.45,baseline,LinearInterpolation,178.84,22.98,-0.195688083057304,23.45
rr-pa,0.45,stacking,StackingRegressor,34.3933,4.31,0.9166,3.72
rr-pa,0.5,baseline,Mean,157.75,20.16,-0.0002144292132753023,23.08
rr-pa,0.5,baseline,Median,166.61,21.29,-0.1156460476293999,22.3
rr-pa,0.5,baseline,KNNImputer,157.75,20.16,-0.0002144292132753023,23.08
rr-pa,0.5,baseline,ForwardFill,200.32,25.59,-0.6128376407007716,24.7
rr-pa,0.5,baseline,BackwardFill,221.12,28.25,-0.9652615313670045,23.64
rr-pa,0.5,baseline,RollingMean,193.29,24.7,-0.5015587036254932,24.01
rr-pa,0.5,baseline,LinearInterpolation,184.31,23.55,-0.36533570830170925,22.84
rr-pa,0.5,stacking,StackingRegressor,34.3933,4.31,0.9166,3.72
rs-pa,0.2,baseline,Mean,771.86,34.2,-0.0012311572357648348,90.35
rs-pa,0.2,baseline,Median,773.37,34.27,-0.005161795835266325,93.07
rs-pa,0.2,baseline,KNNImputer,771.86,34.2,-0.0012311572357648348,90.35
rs-pa,0.2,baseline,ForwardFill,837.4,37.11,-0.1784878645070771,96.63
rs-pa,0.2,baseline,BackwardFill,822.48,36.45,-0.13685727139104875,95.73
rs-pa,0.2,baseline,RollingMean,776.55,34.41,-0.013433770198005401,88.19
rs-pa,0.2,baseline,LinearInterpolation,728.93,32.3,0.10704831741985144,93.35
rs-pa,0.2,stacking,StackingRegressor,270.82,11.246,0.7942,9.948
rs-pa,0.25,baseline,Mean,746.32,32.89,-0.0036362180097924135,77.24
rs-pa,0.25,baseline,Median,745.89,32.88,-0.0025034215172865526,79.48
rs-pa,0.25,baseline,KNNImputer,746.32,32.89,-0.0036362180097924135,77.24
rs-pa,0.25,baseline,ForwardFill,854.7,37.67,-0.31632501957676795,83.21
rs-pa,0.25,baseline,BackwardFill,762.69,33.62,-0.048154534548543015,80.66
rs-pa,0.25,baseline,RollingMean,788.42,34.75,-0.12006949494473651,75.81
rs-pa,0.25,baseline,LinearInterpolation,696.56,30.7,0.12573392993382915,78.35
rs-pa,0.25,stacking,StackingRegressor,256.6575,10.8925,0.8213,8.5425
rs-pa,0.3,baseline,Mean,732.56,32.23,-0.005481993497149729,70.11
rs-pa,0.3,baseline,Median,731.17,32.17,-0.00166916199360867,72.14
rs-pa,0.3,baseline,KNNImputer,732.56,32.23,-0.005481993497149729,70.11
rs-pa,0.3,baseline,ForwardFill,834.19,36.7,-0.303820641171348,73.4
rs-pa,0.3,baseline,BackwardFill,752.21,33.09,-0.06013264303571342,71.43
rs-pa,0.3,baseline,RollingMean,782.15,34.41,-0.1462233185047337,71.71
rs-pa,0.3,baseline,LinearInterpolation,681.94,30.0,0.12868003633539882,68.93
rs-pa,0.3,stacking,StackingRegressor,186.7133,8.1,0.8953,5.6033
rs-pa,0.35,baseline,Mean,720.44,31.77,-0.004850397790073568,64.12
rs-pa,0.35,baseline,Median,719.49,31.73,-0.00220639030455283,65.96
rs-pa,0.35,baseline,KNNImputer,720.44,31.77,-0.004850397790073568,64.12
rs-pa,0.35,baseline,ForwardFill,861.69,38.0,-0.4374954395388819,68.49
rs-pa,0.35,baseline,BackwardFill,771.24,34.01,-0.151556323105015,66.17
rs-pa,0.35,baseline,RollingMean,819.23,36.13,-0.29931775711007647,67.05
rs-pa,0.35,baseline,LinearInterpolation,697.72,30.77,0.057545439575254376,63.49
rs-pa,0.35,stacking,StackingRegressor,186.7133,8.1,0.8953,5.6033
rs-pa,0.4,baseline,Mean,721.22,31.6,-0.012138740855883734,59.33
rs-pa,0.4,baseline,Median,717.02,31.41,-0.00038275483377248065,61.12
rs-pa,0.4,baseline,KNNImputer,721.22,31.6,-0.012138740855883734,59.33
rs-pa,0.4,baseline,ForwardFill,838.98,36.76,-0.369610819772225,62.79
rs-pa,0.4,baseline,BackwardFill,764.18,33.48,-0.1363011306815114,60.63
rs-pa,0.4,baseline,RollingMean,809.37,35.46,-0.27464715753546853,61.73
rs-pa,0.4,baseline,LinearInterpolation,688.73,30.17,0.07699859938098275,58.21
rs-pa,0.4,stacking,StackingRegressor,186.7133,8.1,0.8953,5.6033
rs-pa,0.45,baseline,Mean,720.82,31.57,-0.015108159472461802,56.21
rs-pa,0.45,baseline,Median,715.48,31.33,-0.00012257974802665217,57.87
rs-pa,0.45,baseline,KNNImputer,720.82,31.57,-0.015108159472461802,56.21
rs-pa,0.45,baseline,ForwardFill,808.87,35.42,-0.2782645977510456,58.34
rs-pa,0.45,baseline,BackwardFill,788.9,34.55,-0.2159100019033675,59.62
rs-pa,0.45,baseline,RollingMean,784.13,34.34,-0.2012737758868839,57.45
rs-pa,0.45,baseline,LinearInterpolation,698.53,30.59,0.04668920024315493,55.27
rs-pa,0.45,stacking,StackingRegressor,186.7133,8.1,0.8953,5.6033
rs-pa,0.5,baseline,Mean,718.69,31.76,-0.005886464897534749,57.95
rs-pa,0.5,baseline,Median,717.17,31.7,-0.0016450774006144808,59.56
rs-pa,0.5,baseline,KNNImputer,718.69,31.76,-0.005886464897534749,57.95
rs-pa,0.5,baseline,ForwardFill,799.93,35.35,-0.2461506444399142,56.42
rs-pa,0.5,baseline,BackwardFill,791.59,34.99,-0.22029391218436656,57.38
rs-pa,0.5,baseline,RollingMean,782.49,34.58,-0.1924029744740403,57.68
rs-pa,0.5,baseline,LinearInterpolation,692.42,30.6,0.06629289437142838,52.94
rs-pa,0.5,stacking,StackingRegressor,186.7133,8.1,0.8953,5.6033
pa-sc,0.2,stacking,StackingRegressor,654.276,11.728,0.8175,8.062
pa-sc,0.25,stacking,StackingRegressor,581.4125,10.435,0.8537,8.25
pa-sc,0.3,stacking,StackingRegressor,516.5033,9.2633,0.8929,6.7267
pa-sc,0.35,stacking,StackingRegressor,516.5033,9.2633,0.8929,6.7267
pa-sc,0.4,stacking,StackingRegressor,516.5033,9.2633,0.8929,6.7267
pa-sc,0.45,stacking,StackingRegressor,516.5033,9.2633,0.8929,6.7267
pa-sc,0.5,stacking,StackingRegressor,516.5033,9.2633,0.8929,6.7267
pa-sp,0.2,stacking,StackingRegressor,633.194,10.608,0.8062,7.656
pa-sp,0.25,stacking,StackingRegressor,616.335,10.2425,0.8224,7.025
pa-sp,0.3,stacking,StackingRegressor,638.5867,10.5733,0.8057,7.1567
pa-sp,0.35,stacking,StackingRegressor,638.5867,10.5733,0.8057,7.1567
pa-sp,0.4,stacking,StackingRegressor,638.5867,10.5733,0.8057,7.1567
pa-sp,0.45,stacking,StackingRegressor,638.5867,10.5733,0.8057,7.1567
pa-sp,0.5,stacking,StackingRegressor,638.5867,10.5733,0.8057,7.1567
pa-to,0.2,baseline,Mean,30.42,3.16,-0.000409694965568308,1.17
pa-to,0.2,baseline,Median,30.51,3.17,-0.006261010914874188,1.12
pa-to,0.2,baseline,KNNImputer,30.42,3.16,-0.000409694965568308,1.17
pa-to,0.2,baseline,ForwardFill,31.78,3.3,-0.09184560910777684,1.34
pa-to,0.2,baseline,BackwardFill,33.64,3.49,-0.22321423243259897,1.43
pa-to,0.2,baseline,RollingMean,31.72,3.3,-0.08776928650673632,1.27
pa-to,0.2,baseline,LinearInterpolation,31.64,3.29,-0.08194364578340285,1.3
pa-to,0.2,stacking,StackingRegressor,8.984,0.936,0.8326,0.35
pa-to,0.25,baseline,Mean,28.31,2.94,-0.00026977128424543473,1.1
pa-to,0.25,baseline,Median,28.39,2.95,-0.006349650134931606,1.05
pa-to,0.25,baseline,KNNImputer,28.31,2.94,-0.00026977128424543473,1.1
pa-to,0.25,baseline,ForwardFill,29.28,3.04,-0.07048371120563357,1.27
pa-to,0.25,baseline,BackwardFill,37.92,3.94,-0.7956474716728199,1.55
pa-to,0.25,baseline,RollingMean,29.77,3.09,-0.10659489171568026,1.25
pa-to,0.25,baseline,LinearInterpolation,30.84,3.2,-0.18725993439803434,1.32
pa-to,0.25,stacking,StackingRegressor,8.925,0.9275,0.8283,0.3325
pa-to,0.3,baseline,Mean,26.49,2.75,-5.230149427548625e-06,1.04
pa-to,0.3,baseline,Median,26.55,2.76,-0.004581505075090364,0.98
pa-to,0.3,baseline,KNNImputer,26.49,2.75,-5.230149427548625e-06,1.04
pa-to,0.3,baseline,ForwardFill,27.61,2.87,-0.0865729631909331,1.22
pa-to,0.3,baseline,BackwardFill,35.15,3.65,-0.7608878385844935,1.43
pa-to,0.3,baseline,RollingMean,28.04,2.91,-0.12069523557307793,1.22
pa-to,0.3,baseline,LinearInterpolation,28.42,2.95,-0.1513526622226753,1.22
pa-to,0.3,stacking,StackingRegressor,10.1033,1.05,0.8132,0.36
pa-to,0.35,baseline,Mean,27.5,2.86,-0.0003658645705639785,1.08
pa-to,0.35,baseline,Median,27.58,2.86,-0.006353595596666262,1.03
pa-to,0.35,baseline,KNNImputer,27.5,2.86,-0.0003658645705639785,1.08
pa-to,0.35,baseline,ForwardFill,29.54,3.07,-0.1547520044397761,1.31
pa-to,0.35,baseline,BackwardFill,36.39,3.78,-0.7518843019785866,1.56
pa-to,0.35,baseline,RollingMean,30.25,3.14,-0.2108786665080964,1.33
pa-to,0.35,baseline,LinearInterpolation,30.09,3.13,-0.1980604309639611,1.33
pa-to,0.35,stacking,StackingRegressor,10.1033,1.05,0.8132,0.36
pa-to,0.4,baseline,Mean,25.89,2.69,-3.57388890253052e-05,1.03
pa-to,0.4,baseline,Median,25.96,2.7,-0.006011134331274537,0.98
pa-to,0.4,baseline,KNNImputer,25.89,2.69,-3.57388890253052e-05,1.03
pa-to,0.4,baseline,ForwardFill,28.27,2.94,-0.19274186779064584,1.28
pa-to,0.4,baseline,BackwardFill,34.34,3.57,-0.7596826780689212,1.49
pa-to,0.4,baseline,RollingMean,28.93,3.0,-0.24893351907909578,1.3
pa-to,0.4,baseline,LinearInterpolation,28.3,2.94,-0.19551481278286298,1.26
pa-to,0.4,stacking,StackingRegressor,10.1033,1.05,0.8132,0.36
pa-to,0.45,baseline,Mean,24.87,2.58,-5.60030859926286e-05,1.0
pa-to,0.45,baseline,Median,24.96,2.59,-0.007039871678203635,0.96
pa-to,0.45,baseline,KNNImputer,24.87,2.58,-5.60030859926286e-05,1.0
pa-to,0.45,baseline,ForwardFill,27.25,2.83,-0.20026618872519286,1.27
pa-to,0.45,baseline,BackwardFill,35.56,3.69,-1.0444002208233067,1.51
pa-to,0.45,baseline,RollingMean,28.05,2.91,-0.2719322279099321,1.3
pa-to,0.45,baseline,LinearInterpolation,28.45,2.95,-0.3086106716300052,1.26
pa-to,0.45,stacking,StackingRegressor,10.1033,1.05,0.8132,0.36
pa-to,0.5,baseline,Mean,28.12,2.92,-0.0027500531523729776,1.06
pa-to,0.5,baseline,Median,28.21,2.93,-0.00949222196154409,1.05
pa-to,0.5,baseline,KNNImputer,28.12,2.92,-0.0027500531523729776,1.06
pa-to,0.5,baseline,ForwardFill,30.17,3.13,-0.1542735494384715,1.35
pa-to,0.5,baseline,BackwardFill,31.99,3.32,-0.2979110748285445,1.45
pa-to,0.5,baseline,RollingMean,30.09,3.13,-0.1484716853141903,1.34
pa-to,0.5,baseline,LinearInterpolation,29.01,3.01,-0.06739466306064146,1.27
pa-to,0.5,stacking,StackingRegressor,10.1033,1.05,0.8132,0.36
pb-pe,0.2,stacking,StackingRegressor,902.215,10.63,-1.1769,9.615
pb-pe,0.25,stacking,StackingRegressor,894.9033,10.6,0.559,9.07
pb-pe,0.3,stacking,StackingRegressor,674.7467,8.1533,0.8154,7.2
pb-pe,0.35,stacking,StackingRegressor,674.7467,8.1533,0.8154,7.2
pb-pe,0.4,stacking,StackingRegressor,674.7467,8.1533,0.8154,7.2
pb-pe,0.45,stacking,StackingRegressor,674.7467,8.1533,0.8154,7.2
pb-pe,0.5,stacking,StackingRegressor,674.7467,8.1533,0.8154,7.2
pb-pi,0.2,baseline,Mean,24.98,2.78,-0.009249718797730289,2.3
pb-pi,0.2,baseline,Median,25.37,2.83,-0.04152285611447515,2.27
pb-pi,0.2,baseline,KNNImputer,24.98,2.78,-0.009249718797730289,2.3
pb-pi,0.2,baseline,ForwardFill,29.17,3.25,-0.3763062590031181,1.36
pb-pi,0.2,baseline,BackwardFill,31.58,3.52,-0.6127167728925118,1.23
pb-pi,0.2,baseline,RollingMean,25.05,2.79,-0.015158029600971679,1.25
pb-pi,0.2,baseline,LinearInterpolation,24.69,2.75,0.013831336198162347,1.17
pb-pi,0.2,stacking,StackingRegressor,27.18,3.064,0.1725,2.128
pb-pi,0.25,baseline,Mean,26.88,3.0,-0.005144851067424794,2.35
pb-pi,0.25,baseline,Median,27.38,3.05,-0.04266328587925905,2.34
pb-pi,0.25,baseline,KNNImputer,26.88,3.0,-0.005144851067424794,2.35
pb-pi,0.25,baseline,ForwardFill,32.74,3.65,-0.4912530934250041,1.42
pb-pi,0.25,baseline,BackwardFill,32.09,3.58,-0.43219256260150263,1.36
pb-pi,0.25,baseline,RollingMean,31.48,3.51,-0.378137238000005,1.35
pb-pi,0.25,baseline,LinearInterpolation,27.06,3.02,-0.018563459220656053,1.27
pb-pi,0.25,stacking,StackingRegressor,22.1075,2.5,0.3987,1.3425
pb-pi,0.3,baseline,Mean,26.24,2.92,-0.015550037392848326,2.35
pb-pi,0.3,baseline,Median,26.16,2.91,-0.009374479721771856,2.31
pb-pi,0.3,baseline,KNNImputer,26.24,2.92,-0.015550037392848326,2.35
pb-pi,0.3,baseline,ForwardFill,30.43,3.39,-0.3661885774051623,1.35
pb-pi,0.3,baseline,BackwardFill,30.37,3.38,-0.3604981560643681,1.36
pb-pi,0.3,baseline,RollingMean,29.19,3.25,-0.2565171800561863,1.26
pb-pi,0.3,baseline,LinearInterpolation,25.32,2.82,0.0540678360739294,1.24
pb-pi,0.3,stacking,StackingRegressor,26.1833,2.96,0.1897,2.3933
pb-pi,0.35,baseline,Mean,25.72,2.87,-0.015596939418483613,2.34
pb-pi,0.35,baseline,Median,25.69,2.86,-0.013190015279076706,2.31
pb-pi,0.35,baseline,KNNImputer,25.72,2.87,-0.015596939418483613,2.34
pb-pi,0.35,baseline,ForwardFill,28.75,3.2,-0.2693148822562541,1.29
pb-pi,0.35,baseline,BackwardFill,28.54,3.18,-0.2505362843688683,1.32
pb-pi,0.35,baseline,RollingMean,27.59,3.07,-0.16832549560035837,1.22
pb-pi,0.35,baseline,LinearInterpolation,23.94,2.67,0.12002202917847227,1.19
pb-pi,0.35,stacking,StackingRegressor,26.1833,2.96,0.1897,2.3933
pb-pi,0.4,baseline,Mean,25.57,2.85,-0.016014167660714174,2.34
pb-pi,0.4,baseline,Median,25.55,2.85,-0.01472264619318353,2.31
pb-pi,0.4,baseline,KNNImputer,25.57,2.85,-0.016014167660714174,2.34
pb-pi,0.4,baseline,ForwardFill,31.34,3.49,-0.5263958251714072,1.39
pb-pi,0.4,baseline,BackwardFill,27.41,3.06,-0.1672751807039674,1.29
pb-pi,0.4,baseline,RollingMean,28.55,3.18,-0.2668800734058523,1.3
pb-pi,0.4,baseline,LinearInterpolation,24.31,2.71,0.08158454362009215,1.22
pb-pi,0.4,stacking,StackingRegressor,26.1833,2.96,0.1897,2.3933
pb-pi,0.45,baseline,Mean,25.52,2.84,-0.016506592780640927,2.34
pb-pi,0.45,baseline,Median,25.39,2.83,-0.006459950486047639,2.31
pb-pi,0.45,baseline,KNNImputer,25.52,2.84,-0.016506592780640927,2.34
pb-pi,0.45,baseline,ForwardFill,30.05,3.35,-0.4097959399744284,1.34
pb-pi,0.45,baseline,BackwardFill,28.54,3.18,-0.27181509958685157,1.3
pb-pi,0.45,baseline,RollingMean,29.25,3.26,-0.3360565974994294,1.29
pb-pi,0.45,baseline,LinearInterpolation,24.1,2.69,0.09288697892312558,1.21
pb-pi,0.45,stacking,StackingRegressor,26.1833,2.96,0.1897,2.3933
pb-pi,0.5,baseline,Mean,25.51,2.84,-0.017998720441076532,2.36
pb-pi,0.5,baseline,Median,25.29,2.82,-0.0007236684036540098,2.34
pb-pi,0.5,baseline,KNNImputer,25.51,2.84,-0.017998720441076532,2.36
pb-pi,0.5,baseline,ForwardFill,34.73,3.87,-0.8866362477942611,1.47
pb-pi,0.5,baseline,BackwardFill,27.95,3.12,-0.22177949527963503,1.29
pb-pi,0.5,baseline,RollingMean,34.17,3.81,-0.826637437406395,1.43
pb-pi,0.5,baseline,LinearInterpolation,25.92,2.89,-0.0509450144761463,1.28
pb-pi,0.5,stacking,StackingRegressor,26.1833,2.96,0.1897,2.3933
pb-rj,0.2,baseline,Mean,27.05,2.88,-0.00897530641267319,2.66
pb-rj,0.2,baseline,Median,30.98,3.3,-0.3230789630779698,2.77
pb-rj,0.2,baseline,KNNImputer,27.05,2.88,-0.00897530641267319,2.66
pb-rj,0.2,baseline,ForwardFill,13.45,1.43,0.750661592774727,0.91
pb-rj,0.2,baseline,BackwardFill,18.33,1.95,0.5365350733801213,1.14
pb-rj,0.2,baseline,RollingMean,13.58,1.45,0.7458120495162753,0.91
pb-rj,0.2,baseline,LinearInterpolation,14.5,1.54,0.7101466995467627,0.94
pb-rj,0.2,stacking,StackingRegressor,19.316,2.026,-6.9264,1.686
pb-rj,0.25,baseline,Mean,26.71,2.85,-0.01997521312088546,2.66
pb-rj,0.25,baseline,Median,31.5,3.36,-0.41783769326072173,2.83
pb-rj,0.25,baseline,KNNImputer,26.71,2.85,-0.01997521312088546,2.66
pb-rj,0.25,baseline,ForwardFill,12.12,1.29,0.7900130364211019,0.79
pb-rj,0.25,baseline,BackwardFill,16.79,1.79,0.5970686425665017,1.04
pb-rj,0.25,baseline,RollingMean,12.33,1.31,0.7827206099862947,0.82
pb-rj,0.25,baseline,LinearInterpolation,13.17,1.4,0.7521960700710748,0.84
pb-rj,0.25,stacking,StackingRegressor,24.9025,2.6175,-5.1819,2.1375
pb-rj,0.3,baseline,Mean,26.03,2.77,-0.00722151066561838,2.6
pb-rj,0.3,baseline,Median,29.87,3.18,-0.326108601261033,2.72
pb-rj,0.3,baseline,KNNImputer,26.03,2.77,-0.00722151066561838,2.6
pb-rj,0.3,baseline,ForwardFill,12.55,1.34,0.7659289023172269,0.84
pb-rj,0.3,baseline,BackwardFill,15.53,1.65,0.6415230041151081,0.95
pb-rj,0.3,baseline,RollingMean,13.06,1.39,0.7464661511835307,0.87
pb-rj,0.3,baseline,LinearInterpolation,12.51,1.33,0.7672163751716485,0.81
pb-rj,0.35,baseline,Mean,27.15,2.89,-0.0018329045403555622,2.67
pb-rj,0.35,baseline,Median,27.15,2.89,-0.0011199466644344902,2.67
pb-rj,0.35,baseline,KNNImputer,27.15,2.89,-0.0018329045403555622,2.67
pb-rj,0.35,baseline,ForwardFill,14.48,1.54,0.7150049002131094,0.97
pb-rj,0.35,baseline,BackwardFill,13.81,1.47,0.7410134065596867,0.89
pb-rj,0.35,baseline,RollingMean,14.74,1.57,0.704996044189955,0.97
pb-rj,0.35,baseline,LinearInterpolation,12.8,1.36,0.7772585498604058,0.87
pb-rj,0.4,baseline,Mean,26.91,2.86,-0.0007765781993529508,2.65
pb-rj,0.4,baseline,Median,27.84,2.96,-0.0707857925773192,2.67
pb-rj,0.4,baseline,KNNImputer,26.91,2.86,-0.0007765781993529508,2.65
pb-rj,0.4,baseline,ForwardFill,13.83,1.47,0.7355555270060707,0.92
pb-rj,0.4,baseline,BackwardFill,13.44,1.43,0.7505446617540548,0.9
pb-rj,0.4,baseline,RollingMean,14.23,1.51,0.7199774838482258,0.94
pb-rj,0.4,baseline,LinearInterpolation,12.38,1.32,0.7882421620056814,0.86
pb-rj,0.45,baseline,Mean,26.88,2.86,-0.009073069873597017,2.65
pb-rj,0.45,baseline,Median,31.55,3.36,-0.38982046052086816,2.79
pb-rj,0.45,baseline,KNNImputer,26.88,2.86,-0.009073069873597017,2.65
pb-rj,0.45,baseline,ForwardFill,15.18,1.62,0.6780909382582627,0.99
pb-rj,0.45,baseline,BackwardFill,13.03,1.39,0.7629300197364903,0.88
pb-rj,0.45,baseline,RollingMean,15.46,1.65,0.6661831259867104,0.99
pb-rj,0.45,baseline,LinearInterpolation,13.42,1.43,0.7484609716586332,0.89
pb-rj,0.5,baseline,Mean,26.62,2.83,-0.00567200356536568,2.63
pb-rj,0.5,baseline,Median,30.91,3.29,-0.3559892025641851,2.74
pb-rj,0.5,baseline,KNNImputer,26.62,2.83,-0.00567200356536568,2.63
pb-rj,0.5,baseline,ForwardFill,14.51,1.54,0.7013380388951602,0.93
pb-rj,0.5,baseline,BackwardFill,12.55,1.34,0.7763364602134919,0.85
pb-rj,0.5,baseline,RollingMean,14.96,1.59,0.6823476238944166,0.96
pb-rj,0.5,baseline,LinearInterpolation,12.85,1.37,0.7657394509602727,0.84
pb-ro,0.2,baseline,Mean,45.19,5.04,-0.0038254402535293774,2.65
pb-ro,0.2,baseline,Median,45.26,5.05,-0.007166729729758181,2.58
pb-ro,0.2,baseline,KNNImputer,45.19,5.04,-0.0038254402535293774,2.65
